,name,store_num,address,state,zip,phone,latitude,longitude,formatted_address,accuracy
13217,Publix,356,"2414 Nw 60th St Miami,",FL,33142,(845) 691-9155,25.829276,-80.23740719999999,"2414 NW 60th St, Miami, FL 33142, USA",RANGE_INTERPOLATED
13218,Publix,357,"8341 W Flagler St Miami,",FL,33144,(856) 767-7330,25.7713313,-80.33192919999999,"8341 W Flagler St, Miami, FL 33126, USA",ROOFTOP
13219,Publix,358,"2270 Sw 27th Ave Miami,",FL,33145,(860) 739-5957,25.7489065,-80.2390147,"2270 SW 27th Ave, Miami, FL 33145, USA",ROOFTOP
13220,Publix,359,"1401 Monza Ave Miami,",FL,33146,(865) 475-7933,25.7080578,-80.2822192,"1401 Monza Ave, Coral Gables, FL 33146, USA",ROOFTOP
13221,Publix,360,"3339 Nw 80th St Miami,",FL,33147,(877) 932-7948,25.8466922,-80.25288189999999,"3339 NW 80th St, Miami, FL 33147, USA",RANGE_INTERPOLATED
13222,Publix,361,"9510 Nw 24th Ave Miami,",FL,33147,(888) 724-9267,25.8610019,-80.2384089,"9510 NW 24th Ave, Miami, FL 33147, USA",RANGE_INTERPOLATED
13223,Publix,362,"9400 Harding Ave Miami Beach,",FL,33154,(888) 724-9267,25.8839787,-80.1237537,"9400 Harding Ave, Surfside, FL 33154, USA",ROOFTOP
13224,Publix,363,"8680 Coral Way Miami,",FL,33155,(850) 575-6469,25.7460831,-80.3347303,"8680 Coral Way, Miami, FL 33155, USA",ROOFTOP
13225,Publix,364,"7350 Sw 31st St Miami,",FL,33155,(856) 778-5844,25.7408593,-80.3145428,"7350 SW 31st St, Miami, FL 33155, USA",ROOFTOP
13226,Publix,365,"7805 Bird Rd Miami,",FL,33155,(856) 778-5844,25.7359974,-80.32225729999999,"7805 Bird Rd, Miami, FL 33155, USA",ROOFTOP
13227,Publix,366,"9105 S Dadeland Blvd Miami,",FL,33156,(865) 525-9538,25.686307,-80.31565259999999,"9105 S Dadeland Blvd, Kendall, FL 33156, USA",ROOFTOP
13228,Publix,367,"18485 S Dixie Hwy Miami,",FL,33157,(845) 876-3202,25.5970399,-80.3509436,"18485 S Dixie Hwy, Cutler Bay, FL 33157, USA",ROOFTOP
13229,Publix,368,"8221 Sw 162nd St Miami,",FL,33157,(888) 724-9267,25.6203545,-80.32553209999999,"8221 SW 162nd St, Palmetto Bay, FL 33157, USA",ROOFTOP
13230,Publix,369,"9510 Sw 160th St Miami,",FL,33157,(888) 724-9267,25.6188371,-80.3475066,"9510 SW 160th St, Miami, FL 33157, USA",ROOFTOP
13231,Publix,370,"18330 Collins Ave North Miami Beach,",FL,33160,(888) 724-9267,25.9463667,-80.1221784,"18330 Collins Ave, Sunny Isles Beach, FL 33160, USA",ROOFTOP
13232,Publix,371,"12855 Ne 6th Ave Miami,",FL,33161,(800) 242-1227,25.8935658,-80.1852398,"12855 NE 6th Ave, North Miami, FL 33161, USA",ROOFTOP
13233,Publix,372,"850 N Miami Beach Blvd Miami,",FL,33162,(888) 724-9267,25.9266494,-80.1835833,"850 N Miami Beach Blvd, North Miami Beach, FL 33162, USA",ROOFTOP
13234,Publix,373,"11050 Sw 47th Ter Miami,",FL,33165,(205) 944-1101,25.722822,-80.374325,"11050 SW 47th Terrace, Miami, FL 33165, USA",ROOFTOP
13235,Publix,374,"11495 Sw 40th St Miami,",FL,33165,(850) 575-3929,25.7338916,-80.38061309999999,"11495 SW 40th St, Miami, FL 33165, USA",ROOFTOP
13236,Publix,375,"9420 Sw 56th St Miami,",FL,33165,(856) 983-2646,25.7155862,-80.34747569999999,"9420 SW 56th St, Miami, FL 33173, USA",ROOFTOP
13237,Publix,376,"19955 Nw 2nd Ave Miami,",FL,33169,(865) 428-0558,25.9581981,-80.20321600000001,"19955 NW 2nd Ave, North Miami Beach, FL 33169, USA",ROOFTOP
13238,Publix,377,"1525 Sw 107th Ave Miami,",FL,33174,(860) 896-0457,25.7552448,-80.36664789999999,"1525 SW 107th Ave, Miami, FL 33174, USA",ROOFTOP
13239,Publix,378,"14630 Sw 26th St Miami,",FL,33175,(620) 663-5711,25.7416588,-80.4310874,"14630 SW 26th St, Miami, FL 33175, USA",ROOFTOP
13240,Publix,379,"13890 Sw 56th St Miami,",FL,33175,(508) 866-2168,25.7132728,-80.41853379999999,"13890 SW 56th St, Miami, FL 33183, USA",ROOFTOP
13241,Publix,380,"13005 Sw 89th Pl Miami,",FL,33176,(856) 303-7676,25.6487074,-80.3395007,"13005 SW 89th Pl, Miami, FL 33176, USA",ROOFTOP
13242,Publix,381,"14601 S Dixie Hwy Miami,",FL,33176,(609) 652-2616,25.6339458,-80.3364548,"14601 S Dixie Hwy, Miami, FL 33176, USA",ROOFTOP
13243,Publix,382,"9041 Sw 107th Ave Miami,",FL,33176,(858) 451-5647,25.6843408,-80.365952,"9041 SW 107th Ave, Miami, FL 33176, USA",ROOFTOP
13244,Publix,383,"20201 Sw 127th Ave Miami,",FL,33177,0,25.5796123,-80.3956127,"20201 SW 127th Ave, Miami, FL 33177, USA",ROOFTOP
13245,Publix,384,"14263 Sw 153rd Ter Miami,",FL,33177,(856) 507-5950,25.6249413,-80.4243284,"14263 SW 153rd Terrace, Miami, FL 33177, USA",ROOFTOP
13246,Publix,385,"13735 Sw 152nd St Miami,",FL,33177,(856) 742-8700,25.627556,-80.4156995,"13735 SW 152nd St, Miami, FL 33177, USA",ROOFTOP
13247,Publix,386,"9755 Nw 41st St Miami,",FL,33178,(863) 858-5779,25.8129859,-80.3555191,"9755 NW 41st St, Doral, FL 33178, USA",ROOFTOP
13248,Publix,387,"10755 Nw 58th St Miami,",FL,33178,(863) 983-4844,25.827667,-80.3711716,"10755 NW 58th St, Doral, FL 33178, USA",ROOFTOP
13249,Publix,388,"1700 Ne Miami Gardens Dr Miami,",FL,33179,(888) 724-9267,25.9448655,-80.166995,"1700 NE Miami Gardens Dr, North Miami Beach, FL 33179, USA",ROOFTOP
13250,Publix,389,"18995 Biscayne Blvd Miami,",FL,33180,(888) 724-9267,25.9507718,-80.14312,"18995 Biscayne Blvd, Aventura, FL 33180, USA",ROOFTOP
13251,Publix,390,"2952 Aventura Blvd Miami,",FL,33180,(888) 724-9267,25.9596217,-80.14121399999999,"2952 NE 199th St, Aventura, FL 33180, USA",ROOFTOP
13252,Publix,391,"14641 Biscayne Blvd Miami,",FL,33181,(207) 857-9298,25.9115101,-80.1557179,"14641 Biscayne Blvd, North Miami Beach, FL 33181, USA",ROOFTOP
13253,Publix,392,"12850 Biscayne Blvd Miami,",FL,33181,(888) 724-9267,25.8951122,-80.1634402,"12850 Biscayne Blvd, North Miami, FL 33181, USA",ROOFTOP
13254,Publix,393,"8250 Mills Dr Miami,",FL,33183,(858) 451-5647,25.6910583,-80.3876913,"8250 Mills Dr, Kendall, FL 33183, USA",ROOFTOP
13255,Publix,394,"13850 Sw 8th St Miami,",FL,33184,(850) 236-4420,25.7598331,-80.4202289,"13850 SW 8th St, Miami, FL 33184, USA",ROOFTOP
13256,Publix,395,"11822 Sw 13th St Miami,",FL,33184,(850) 622-2326,25.7560765,-80.3869016,"11822 SW 13th St, Miami, FL 33184, USA",ROOFTOP
13257,Publix,396,"15755 Sw 56th St Miami,",FL,33185,(847) 891-6039,25.7147629,-80.44844429999999,"15755 SW 56th St, Miami, FL 33185, USA",ROOFTOP
13258,Publix,397,"4260 Sw 152nd Ave Miami,",FL,33185,(850) 622-2326,25.7268525,-80.44109739999999,"4260 SW 152nd Ave, Miami, FL 33185, USA",ROOFTOP
13259,Publix,398,"13820 Sw 88th St Miami,",FL,33186,(860) 449-1229,25.6840141,-80.4191772,"13820 SW 88th St, Miami, FL 33186, USA",ROOFTOP
13260,Publix,399,"13001 Sw 112th St Miami,",FL,33186,(860) 289-9074,25.6649713,-80.4067436,"13001 SW 112th St, Miami, FL 33186, USA",ROOFTOP
13261,Publix,400,"10290 Sw 145th Pl Miami,",FL,33186,(814) 371-9000,25.6713017,-80.4295009,"10290 SW 145th Pl, Miami, FL 33186, USA",ROOFTOP
13262,Publix,401,"12100 Sw 127th Ave Miami,",FL,33186,(888) 724-9267,25.6558543,-80.4004742,"12100 SW 127th Ave, Miami, FL 33186, USA",ROOFTOP
13263,Publix,402,"20425 Old Cutler Rd Miami,",FL,33189,(732) 269-0981,25.577124,-80.3369805,"20425 Old Cutler Rd, Cutler Bay, FL 33189, USA",ROOFTOP
13264,Publix,403,"20711 S Dixie Hwy Miami,",FL,33189,(732) 972-1198,25.5741875,-80.3730854,"20711 S Dixie Hwy, Miami, FL 33189, USA",ROOFTOP
13265,Publix,404,"15750 Sw 72nd St Miami,",FL,33193,(570) 491-4940,25.6980987,-80.44812379999999,"15750 SW 72nd St, Miami, FL 33193, USA",ROOFTOP
13266,Publix,405,"10201 Hammocks Blvd Miami,",FL,33196,(860) 442-6698,25.6717994,-80.44292380000002,"10201 Hammocks Blvd, Miami, FL 33196, USA",ROOFTOP
13267,Publix,406,"16800 Sw 88th St Miami,",FL,33196,(860) 445-8807,25.682797,-80.4647222,"16800 SW 88th St, Miami, FL 33196, USA",ROOFTOP
13268,Publix,407,"3400 N Federal Hwy Coral Ridge Shop Ctr Fort Lauderdale,",FL,33301,(954) 563-8996,26.1696159,-80.1177056,"3400 N Federal Hwy, Fort Lauderdale, FL 33306, USA",ROOFTOP
13269,Publix,408,"2613 Acacia Ct Fort Lauderdale,",FL,33301,(954) 728-8330,26.1151468,-80.1108186,"2613 Acacia Ct, Fort Lauderdale, FL 33301, USA",ROOFTOP
13270,Publix,409,"601 S Andrews Ave Fort Lauderdale,",FL,33301,(954) 728-8330,26.1141443,-80.14373060000001,"601 S Andrews Ave, Fort Lauderdale, FL 33301, USA",ROOFTOP
13271,Publix,410,"900 N Federal Hwy Fort Lauderdale,",FL,33304,(954) 764-3477,26.1354953,-80.1366651,"900 N Federal Hwy, Fort Lauderdale, FL 33304, USA",ROOFTOP
13272,Publix,411,"1415 E Sunrise Blvd Fort Lauderdale,",FL,33304,(954) 888-8980,26.138463,-80.1293372,"1415 E Sunrise Blvd, Fort Lauderdale, FL 33304, USA",ROOFTOP
13273,Publix,412,"3400 N Federal Hwy Fort Lauderdale,",FL,33306,(954) 563-8996,26.169631,-80.11764629999999,"3400 N Federal Hwy, Fort Lauderdale, FL 33306, USA",ROOFTOP
13274,Publix,413,"4703 N Ocean Dr Fort Lauderdale,",FL,33308,(954) 786-3056,26.1974469,-80.0972425,"4703 N Ocean Dr, Lauderdale-By-The-Sea, FL 33308, USA",ROOFTOP
13275,Publix,414,"3255 Nw 44th St Apt 4 Fort Lauderdale,",FL,33309,(954) 748-0418,26.180791,-80.1903241,"3255 NW 44th St APT 4, Oakland Park, FL 33309, USA",ROOFTOP
13276,Publix,415,"100 W Oakland Park Blvd Fort Lauderdale,",FL,33311,(954) 565-4891,26.1655093,-80.1480045,"100 W Oakland Park Blvd, Wilton Manors, FL 33311, USA",ROOFTOP
13277,Publix,416,"2121 Nw 21st Ter Fort Lauderdale,",FL,33311,(954) 735-1328,26.153455,-80.171868,"2121 NW 21st Terrace, Fort Lauderdale, FL 33311, USA",ROOFTOP
13278,Publix,417,"3500 Davie Blvd Fort Lauderdale,",FL,33312,(954) 587-2511,26.1041097,-80.1933474,"3500 Davie Blvd, Fort Lauderdale, FL 33312, USA",ROOFTOP
13279,Publix,418,"120 Sw 30th Ave Fort Lauderdale,",FL,33312,(954) 791-2180,26.1200156,-80.1845029,"120 SW 30th Ave, Fort Lauderdale, FL 33312, USA",ROOFTOP
13280,Publix,419,"3102 Griffin Rd Fort Lauderdale,",FL,33312,(954) 961-1757,26.0614984,-80.1849505,"3102 Griffin Rd, Fort Lauderdale, FL 33312, USA",ROOFTOP
13281,Publix,420,"3251 Hollywood Oaks Dr Fort Lauderdale,",FL,33312,(954) 964-5005,26.053247,-80.18813159999999,"3251 Hollywood Oaks Dr, Fort Lauderdale, FL 33312, USA",RANGE_INTERPOLATED
13282,Publix,421,"5855 W Oakland Park Blvd Fort Lauderdale,",FL,33313,(954) 735-1328,26.1646976,-80.2267347,"5855 W Oakland Park Blvd, Lauderhill, FL 33313, USA",RANGE_INTERPOLATED
13283,Publix,422,"2412 Nw 52nd Ave Fort Lauderdale,",FL,33313,(954) 735-1640,26.1568289,-80.220226,"2412 NW 52nd Ave, Lauderhill, FL 33313, USA",ROOFTOP
13284,Publix,423,"5997 Stirling Rd Fort Lauderdale,",FL,33314,(954) 587-3361,26.0473616,-80.2256831,"5997 Stirling Rd, Davie, FL 33314, USA",ROOFTOP
13285,Publix,424,"1940 Cordova Rd Fort Lauderdale,",FL,33316,(954) 847-2850,26.0972224,-80.130113,"1940 Cordova Rd, Fort Lauderdale, FL 33316, USA",ROOFTOP
13286,Publix,425,"6921 W Broward Blvd Fort Lauderdale,",FL,33317,(954) 327-9705,26.1222501,-80.2393242,"6921 W Broward Blvd, Plantation, FL 33317, USA",ROOFTOP
13287,Publix,426,"6525 Nova Dr Fort Lauderdale,",FL,33317,(954) 423-9599,26.0872504,-80.2307694,"6525 Nova Dr, Davie, FL 33317, USA",ROOFTOP
13288,Publix,427,"4121 W Commercial Blvd Fort Lauderdale,",FL,33319,(954) 735-4808,26.188285,-80.2057253,"4121 W Commercial Blvd, Tamarac, FL 33319, USA",ROOFTOP
13289,Publix,428,"5881 N University Dr Fort Lauderdale,",FL,33321,(954) 721-7800,26.1968928,-80.25545679999999,"5881 N University Dr, Tamarac, FL 33321, USA",ROOFTOP
13290,Publix,429,"8245 Nw 88th Ave Fort Lauderdale,",FL,33321,(954) 726-1990,26.2272038,-80.2711539,"8245 NW 88th Ave, Tamarac, FL 33321, USA",ROOFTOP
13291,Publix,430,"8101 W Sunrise Blvd Fort Lauderdale,",FL,33322,(954) 452-1362,26.1491582,-80.2590518,"8101 W Sunrise Blvd, Plantation, FL 33322, USA",ROOFTOP
13292,Publix,431,"12500 W Sunrise Blvd Fort Lauderdale,",FL,33323,(954) 851-1006,26.14412,-80.3155656,"12500 W Sunrise Blvd, Sunrise, FL 33323, USA",ROOFTOP
13293,Publix,432,"8842 W State Road 84 Fort Lauderdale,",FL,33324,(954) 472-4511,26.1006725,-80.26681520000001,"8842 W State Rd 84, Davie, FL 33324, USA",ROOFTOP
13294,Publix,433,"10065 Cleary Blvd Fort Lauderdale,",FL,33324,(954) 473-4000,26.1347516,-80.2837867,"10065 Cleary Blvd, Plantation, FL 33324, USA",ROOFTOP
13295,Publix,434,"550 N Pine Island Rd Fort Lauderdale,",FL,33324,(954) 475-5285,26.1273914,-80.26149079999999,"550 N Pine Island Rd, Plantation, FL 33324, USA",ROOFTOP
13296,Publix,435,"7951 Sw 6th St Fort Lauderdale,",FL,33324,(954) 961-1770,26.1142939,-80.25770159999999,"7951 SW 6th St, Plantation, FL 33324, USA",ROOFTOP
13297,Publix,436,"2441 Sw 115th Ter Fort Lauderdale,",FL,33325,(954) 431-2094,26.0896639,-80.3029861,"2441 115th Trail, Davie, FL 33325, USA",ROOFTOP
13298,Publix,437,"13700 W State Road 84 Fort Lauderdale,",FL,33325,(954) 472-0018,26.1164851,-80.3327125,"13700 W State Rd 84, Davie, FL 33325, USA",ROOFTOP
13299,Publix,438,"225 S Flamingo Rd Fort Lauderdale,",FL,33325,(954) 472-1903,26.116728,-80.3159264,"225 S Flamingo Rd, Plantation, FL 33325, USA",ROOFTOP
13300,Publix,439,"294 Indian Trce Fort Lauderdale,",FL,33326,(954) 384-4196,26.1181649,-80.39178609999999,"294 Indian Trace, Weston, FL 33326, USA",ROOFTOP
13301,Publix,440,"1170 Weston Rd Fort Lauderdale,",FL,33326,(954) 384-7553,26.104372,-80.363098,"1170 Weston Rd, Weston, FL 33326, USA",ROOFTOP
13302,Publix,441,"1601 Promenade Blvd Fort Lauderdale,",FL,33326,(954) 660-0397,26.098168,-80.3807128,"1601 Promenade Blvd, Weston, FL 33326, USA",ROOFTOP
13303,Publix,442,"2465 Glades Cir Fort Lauderdale,",FL,33327,(954) 217-9471,26.1391087,-80.4206552,"2465 Glades Cir, Weston, FL 33327, USA",ROOFTOP
13304,Publix,443,"4701 S University Dr Fort Lauderdale,",FL,33328,(954) 434-6202,26.0624633,-80.2533881,"4701 S University Dr, Davie, FL 33328, USA",ROOFTOP
13305,Publix,444,"5630 S Flamingo Rd Fort Lauderdale,",FL,33330,(954) 434-2803,26.0475725,-80.31092029999999,"5630 S Flamingo Rd, Cooper City, FL 33330, USA",ROOFTOP
13306,Publix,445,"4901 Volunteer Rd Fort Lauderdale,",FL,33330,(954) 680-1900,26.058575,-80.346035,"4901 Volunteer Rd, Southwest Ranches, FL 33331, USA",RANGE_INTERPOLATED
13307,Publix,446,"4567 Weston Rd Fort Lauderdale,",FL,33331,(954) 217-3067,26.0651224,-80.364622,"4567 Weston Rd, Weston, FL 33331, USA",ROOFTOP
13308,Publix,447,"15801 Sheridan St Fort Lauderdale,",FL,33331,(954) 442-6875,26.0310356,-80.3576868,"15801 Sheridan St, Fort Lauderdale, FL 33331, USA",ROOFTOP
13309,Publix,448,"19441 Sheridan St Fort Lauderdale,",FL,33332,(954) 434-1668,26.0307759,-80.4077138,"19441 Sheridan St, Fort Lauderdale, FL 33332, USA",ROOFTOP
13310,Publix,449,"1003 E Commercial Blvd Fort Lauderdale,",FL,33334,(954) 491-5441,26.1909664,-80.1343098,"1003 E Commercial Blvd, Oakland Park, FL 33334, USA",ROOFTOP
13311,Publix,450,"2633 N Dixie Hwy Fort Lauderdale,",FL,33334,(954) 566-6363,26.1607721,-80.1324633,"2633 N Dixie Hwy, Wilton Manors, FL 33334, USA",ROOFTOP
13312,Publix,451,"10155 W Oakland Park Blvd Fort Lauderdale,",FL,33351,(954) 746-1002,26.1708175,-80.2867035,"10155 W Oakland Park Blvd, Sunrise, FL 33351, USA",ROOFTOP
13313,Publix,452,"375 S Rosemary Ave West Palm Beach,",FL,33401,(561) 651-7787,26.7106904,-80.0575961,"375 S Rosemary Ave, West Palm Beach, FL 33401, USA",ROOFTOP
13314,Publix,453,"828 Southern Blvd West Palm Beach,",FL,33405,(561) 832-1661,26.6744884,-80.0618307,"828 Southern Blvd, West Palm Beach, FL 33405, USA",ROOFTOP
13315,Publix,454,"11566 Us Highway 1 North Palm Beach,",FL,33408,(561) 622-0804,26.8458497,-80.0602212,"11566 US-1, Palm Beach Gardens, FL 33408, USA",RANGE_INTERPOLATED
13316,Publix,455,"108 Lakeshore Dr North Palm Beach,",FL,33408,(561) 624-0234,26.8309865,-80.05535449999999,"108 Lakeshore Dr, North Palm Beach, FL 33408, USA",ROOFTOP
13317,Publix,456,"400 Northlake Blvd North Palm Beach,",FL,33408,(561) 842-1193,26.805449,-80.05900799999999,"400 Northlake Blvd, North Palm Beach, FL 33408, USA",ROOFTOP
13318,Publix,457,"374 Northlake Blvd North Palm Beach,",FL,33408,(561) 842-9646,26.8045944,-80.05846919999999,"374 Northlake Blvd, North Palm Beach, FL 33408, USA",ROOFTOP
13319,Publix,458,"831 Village Blvd West Palm Beach,",FL,33409,(561) 478-1313,26.7140916,-80.1020834,"831 Village Blvd, West Palm Beach, FL 33409, USA",ROOFTOP
13320,Publix,459,"2895 N Military Trl West Palm Beach,",FL,33409,(561) 687-0492,26.7200443,-80.1126288,"2895 N Military Trl, West Palm Beach, FL 33409, USA",ROOFTOP
13321,Publix,460,"10913 N Military Trl Palm Beach Gardens,",FL,33410,(561) 622-3584,26.8397734,-80.10646369999999,"10913 N Military Trl, Palm Beach Gardens, FL 33418, USA",ROOFTOP
13322,Publix,461,"9900 Highway A1a Alt Palm Beach Gardens,",FL,33410,(561) 624-0935,26.8225309,-80.0829131,"9900 FL A1AAlt, Palm Beach Gardens, FL 33410, USA",ROOFTOP
13323,Publix,462,"4260 Northlake Blvd Palm Beach Gardens,",FL,33410,(561) 625-9632,26.8078354,-80.1005888,"4260 Northlake Blvd, Palm Beach Gardens, FL 33410, USA",ROOFTOP
13324,Publix,463,"4200 Northlake Blvd Palm Beach Gardens,",FL,33410,(561) 625-9639,26.8059977,-80.1010257,"4200 Northlake Blvd, Palm Beach Gardens, FL 33410, USA",ROOFTOP
13325,Publix,464,"28950 N Military Trl Palm Beach Gardens,",FL,33410,(561) 687-0492,26.3684564,-80.1209937,"28950 N Military Trl, Boca Raton, FL 33431, USA",RANGE_INTERPOLATED
13326,Publix,465,"6820 Okeechobee Blvd West Palm Beach,",FL,33411,(561) 684-3064,26.7059172,-80.15079560000001,"6820 Okeechobee Blvd, West Palm Beach, FL 33411, USA",ROOFTOP
13327,Publix,466,"1180 Royal Palm Beach Blvd West Palm Beach,",FL,33411,(561) 790-4802,26.7077433,-80.2269902,"1180 Royal Palm Beach Blvd, Royal Palm Beach, FL 33411, USA",ROOFTOP
13328,Publix,467,"11977 Southern Blvd West Palm Beach,",FL,33411,(561) 792-2106,26.6835344,-80.2453945,"11977 Southern Blvd, Royal Palm Beach, FL 33411, USA",ROOFTOP
13329,Publix,468,"8989 Okeechobee Blvd West Palm Beach,",FL,33411,(561) 792-2113,26.7104613,-80.184699,"8989 Okeechobee Blvd, West Palm Beach, FL 33411, USA",ROOFTOP
13330,Publix,469,"10130 Northlake Blvd West Palm Beach,",FL,33412,(561) 799-6802,26.8102418,-80.19892639999999,"10130 Northlake Blvd, West Palm Beach, FL 33412, USA",ROOFTOP
13331,Publix,470,"6790 Forest Hill Blvd West Palm Beach,",FL,33413,(561) 641-4500,26.6489347,-80.1477601,"6790 Forest Hill Blvd, Greenacres, FL 33413, USA",ROOFTOP
13332,Publix,471,"1527 Olive Tree Cir West Palm Beach,",FL,33413,(561) 649-7415,26.6529829,-80.1514177,"1527 Olive Tree Cir, Greenacres, FL 33413, USA",RANGE_INTERPOLATED
13333,Publix,472,"11950 W Forest Hill Blvd West Palm Beach,",FL,33414,(561) 422-9640,26.6517082,-80.2354386,"11950 Forest Hill Blvd, Wellington, FL 33414, USA",ROOFTOP
13334,Publix,473,"127 S State Road 7 West Palm Beach,",FL,33414,(561) 615-1705,26.6778035,-80.2033744,"127 S State Rd 7, Royal Palm Beach, FL 33414, USA",ROOFTOP
13335,Publix,474,"13880 Wellington Trce West Palm Beach,",FL,33414,(561) 795-8555,26.6606014,-80.266629,"13880 Wellington Trace, West Palm Beach, FL 33414, USA",ROOFTOP
13336,Publix,475,"890 S Military Trl West Palm Beach,",FL,33415,(561) 616-2563,26.664125,-80.111051,"890 S Military Trail, West Palm Beach, FL 33415, USA",ROOFTOP
13337,Publix,476,"926 S Military Trl West Palm Beach,",FL,33415,(561) 683-7086,26.6645522,-80.1105786,"926 S Military Trail, West Palm Beach, FL 33415, USA",ROOFTOP
13338,Publix,477,"4075 Haverhill Rd N West Palm Beach,",FL,33417,(561) 683-0412,26.7373723,-80.1196531,"4075 Haverhill Rd, West Palm Beach, FL 33417, USA",ROOFTOP
13339,Publix,478,"6251 Pga Blvd Palm Beach Gardens,",FL,33418,(561) 622-1764,26.8418256,-80.13326289999999,"6251 PGA Boulevard, Palm Beach Gardens, FL 33418, USA",ROOFTOP
13340,Publix,479,"1005 Gateway Blvd Boynton Beach,",FL,33426,(561) 732-6148,26.5515078,-80.0742712,"1005 Gateway Blvd, Boynton Beach, FL 33426, USA",ROOFTOP
13341,Publix,480,"133 N Congress Ave Boynton Beach,",FL,33426,(561) 734-3020,26.5270538,-80.0920043,"133 N Congress Ave, Boynton Beach, FL 33436, USA",ROOFTOP
13342,Publix,481,"4753 N Congress Ave Boynton Beach,",FL,33426,(561) 969-6645,26.5705284,-80.09098039999999,"4753 N Congress Ave, Boynton Beach, FL 33426, USA",ROOFTOP
13343,Publix,482,"9856 Marina Blvd Boca Raton,",FL,33428,(561) 218-6114,26.328902,-80.20169,"9856 Marina Blvd, Boca Raton, FL 33428, USA",ROOFTOP
13344,Publix,483,"22973 State Road 7 Boca Raton,",FL,33428,(561) 470-9368,26.3349615,-80.2044179,"22973 FL-7, Boca Raton, FL 33428, USA",ROOFTOP
13345,Publix,484,"11650 W Palmetto Park Rd Boca Raton,",FL,33428,(561) 470-9376,26.3471845,-80.2322185,"11650 W Palmetto Park Rd, Boca Raton, FL 33428, USA",ROOFTOP
13346,Publix,485,"4141 N Federal Hwy Boca Raton,",FL,33431,(561) 361-0529,26.38689,-80.0780343,"4141 N Federal Hwy, Boca Raton, FL 33431, USA",ROOFTOP
13347,Publix,486,"1968 Ne 5th Ave Boca Raton,",FL,33431,(561) 395-5515,26.3685499,-80.076279,"1968 NE 5th Ave, Boca Raton, FL 33431, USA",ROOFTOP
13348,Publix,487,"1001 S Federal Hwy Boca Raton,",FL,33432,(561) 417-2451,26.3599334,-80.084266,"1001 N Federal Hwy, Boca Raton, FL 33432, USA",ROOFTOP
13349,Publix,488,"7060 W Palmetto Park Rd Boca Raton,",FL,33433,(561) 447-6959,26.3475486,-80.15751569999999,"7060 W Palmetto Park Rd, Boca Raton, FL 33433, USA",ROOFTOP
13350,Publix,489,"3003 Yamato Rd Boca Raton,",FL,33434,(561) 241-5005,26.395553,-80.14713230000001,"3003 Yamato Rd, Boca Raton, FL 33434, USA",ROOFTOP
13351,Publix,490,"9846 Glades Rd Boca Raton,",FL,33434,(561) 852-5603,26.3646912,-80.20128,"9846 Glades Rd, Boca Raton, FL 33434, USA",ROOFTOP
13352,Publix,491,"501 Se 18th Ave Boynton Beach,",FL,33435,(561) 734-2655,26.5127708,-80.0615061,"501 SE 18th Ave, Boynton Beach, FL 33435, USA",ROOFTOP
13353,Publix,492,"3483 W Woolbright Rd Boynton Beach,",FL,33436,(561) 369-3500,26.5128168,-80.1194002,"3483 Woolbright Rd, Boynton Beach, FL 33436, USA",ROOFTOP
13354,Publix,493,"4966 Le Chalet Blvd Boynton Beach,",FL,33436,(561) 369-3500,26.5540314,-80.1221833,"4966 Le Chalet Blvd, Boynton Beach, FL 33436, USA",ROOFTOP
13355,Publix,494,"3775 W Woolbright Rd Boynton Beach,",FL,33436,(561) 734-4401,26.513133,-80.1183879,"3775 Woolbright Rd, Boynton Beach, FL 33436, USA",ROOFTOP
13356,Publix,495,"6627 Boynton Beach Blvd Boynton Beach,",FL,33437,(561) 731-2070,26.5293993,-80.1496617,"6627 W Boynton Beach Blvd, Boynton Beach, FL 33437, USA",ROOFTOP
13357,Publix,496,"150 S Federal Hwy Deerfield Beach,",FL,33441,(954) 427-5537,26.3150988,-80.0882389,"150 Federal Hwy, Deerfield Beach, FL 33441, USA",ROOFTOP
13358,Publix,497,"1337 S Military Trl Deerfield Beach,",FL,33442,(954) 427-5828,26.3019758,-80.1350949,"1337 S Military Trail, Deerfield Beach, FL 33442, USA",ROOFTOP
13359,Publix,498,"777 Sw 12th Ave Deerfield Beach,",FL,33442,(954) 429-0122,26.3083501,-80.1229685,"777 SW 12th Ave, Deerfield Beach, FL 33442, USA",ROOFTOP
13360,Publix,499,"3740 W Hillsboro Blvd Deerfield Beach,",FL,33442,(954) 481-2266,26.3176929,-80.156289,"3740 W Hillsboro Blvd, Deerfield Beach, FL 33442, USA",ROOFTOP
13361,Publix,500,"4771 W Atlantic Ave Delray Beach,",FL,33445,(561) 498-0500,26.4590528,-80.1193041,"4771 W Atlantic Ave, Delray Beach, FL 33445, USA",ROOFTOP
13362,Publix,501,"16130 Jog Rd Delray Beach,",FL,33446,(561) 381-4962,26.4374851,-80.14512619999999,"16130 Jog Rd, Delray Beach, FL 33446, USA",ROOFTOP
13363,Publix,502,"13860 Jog Rd Delray Beach,",FL,33446,(561) 495-3968,26.4712396,-80.14558559999999,"13860 Jog Rd, Delray Beach, FL 33446, USA",ROOFTOP
13364,Publix,503,"7375 W Atlantic Ave Delray Beach,",FL,33446,(561) 498-2221,26.4555262,-80.1614271,"7375 W Atlantic Ave, Delray Beach, FL 33446, USA",ROOFTOP
